Unnamed: 0,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,kfolds
30,Female,No,0,Not Graduate,No,2478,0.0,75.0,360.0,1.0,Semiurban,-1,2
578,Male,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,Y,3
267,Female,No,1,Not Graduate,No,3854,3575.0,117.0,360.0,1.0,Rural,-1,2
220,Male,Yes,0,Graduate,No,2166,2166.0,108.0,360.0,None,Urban,-1,3
521,Male,No,0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,Y,3
183,Female,Yes,1,Graduate,No,4000,3917.0,173.0,360.0,1.0,Rural,-1,3
214,Male,Yes,0,Not Graduate,No,3754,3719.0,118.0,None,1.0,Rural,-1,3
332,Female,Yes,1,Not Graduate,No,3621,2717.0,171.0,360.0,1.0,Urban,-1,3
21,Female,No,3+,Not Graduate,No,2083,0.0,28.0,180.0,1.0,Urban,-1,3
319,Male,Yes,1,Graduate,Yes,10000,0.0,155.0,360.0,1.0,Rural,N,2
272,Male,No,1,Graduate,No,24797,0.0,240.0,360.0,1.0,Semiurban,-1,3
135,Male,Yes,3+,Graduate,No,4000,7750.0,290.0,360.0,1.0,Semiurban,N,2
421,Female,No,0,Not Graduate,No,2720,0.0,80.0,None,0.0,Urban,N,2
225,Male,Yes,0,Graduate,No,3250,0.0,170.0,360.0,1.0,Rural,N,2
21,Male,Yes,1,Graduate,No,5955,5625.0,315.0,360.0,1.0,Urban,Y,3
416,Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,N,2
14,Female,No,0,Graduate,No,4666,0.0,124.0,360.0,1.0,Semiurban,-1,3
550,Male,Yes,2,Graduate,Yes,6633,0.0,0.0,360.0,0.0,Rural,N,2
276,Male,Yes,0,Graduate,None,6500,0.0,144.0,360.0,1.0,Urban,-1,3
150,Male,No,0,Graduate,No,3071,4309.0,180.0,360.0,1.0,Urban,-1,3
338,Male,Yes,1,Graduate,Yes,2360,3355.0,87.0,240.0,1.0,Rural,-1,3
211,Male,Yes,3+,Graduate,No,3430,1250.0,128.0,360.0,0.0,Semiurban,N,2
544,Female,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,None,Semiurban,Y,3
243,Male,Yes,0,Graduate,None,2539,1704.0,125.0,360.0,0.0,Rural,-1,3
68,Male,Yes,3+,Not Graduate,Yes,7100,0.0,125.0,60.0,1.0,Urban,Y,3
275,Male,Yes,1,Graduate,No,2750,1842.0,115.0,360.0,1.0,Semiurban,Y,3
105,Female,Yes,0,Graduate,No,3417,1287.0,200.0,360.0,1.0,Semiurban,-1,3
189,Male,Yes,2,Graduate,No,7874,3967.0,336.0,360.0,1.0,Rural,-1,3
97,Male,Yes,0,Graduate,No,3500,3250.0,140.0,360.0,1.0,Semiurban,-1,3
554,Male,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,N,2
109,Male,Yes,3+,Not Graduate,No,2071,754.0,94.0,480.0,1.0,Semiurban,Y,3
235,Male,Yes,1,Graduate,No,5500,1260.0,170.0,360.0,1.0,Rural,Y,3
592,None,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,Y,3
255,Male,No,0,Graduate,None,2858,0.0,123.0,360.0,0.0,Rural,-1,3
91,Male,Yes,2,Graduate,No,6250,5654.0,188.0,180.0,1.0,Semiurban,Y,3
240,Male,Yes,2,Graduate,No,5819,5000.0,120.0,360.0,1.0,Rural,Y,3
88,Male,No,2,Not Graduate,No,3235,2015.0,77.0,360.0,1.0,Semiurban,-1,3
34,Male,Yes,0,Graduate,No,2740,1541.0,101.0,360.0,1.0,Urban,-1,3
274,Female,No,0,Graduate,No,3500,0.0,94.0,360.0,0.0,Semiurban,-1,3
353,Male,Yes,0,Graduate,No,5119,3769.0,120.0,360.0,1.0,Rural,-1,3
360,Female,Yes,0,Graduate,No,8550,4255.0,96.0,360.0,None,Urban,-1,3
118,Female,No,0,Graduate,No,1762,2666.0,104.0,360.0,0.0,Urban,-1,3
299,Male,Yes,1,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,N,3
512,Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,Y,3
181,Male,No,0,Graduate,No,1916,5063.0,67.0,360.0,None,Rural,N,3
297,Female,Yes,1,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,Y,3
341,Female,No,0,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,N,3
280,Male,No,0,Graduate,No,2166,2057.0,122.0,360.0,1.0,Semiurban,-1,3
225,Female,No,0,Graduate,No,2545,0.0,74.0,360.0,1.0,Urban,-1,3
20,Male,Yes,0,Not Graduate,No,7660,0.0,104.0,360.0,0.0,Urban,N,3
134,Male,No,0,Graduate,No,4000,0.0,83.0,84.0,1.0,Urban,-1,3
123,Male,No,0,Graduate,No,2500,6414.0,187.0,360.0,0.0,Rural,-1,3
313,Male,Yes,2,Graduate,Yes,5746,0.0,144.0,84.0,None,Rural,Y,3
128,Male,No,0,Graduate,No,3073,0.0,70.0,180.0,1.0,Urban,-1,3
223,Female,No,1,Graduate,No,5062,0.0,152.0,300.0,1.0,Rural,-1,3
313,Male,Yes,2,Graduate,No,5000,0.0,149.0,360.0,1.0,Rural,-1,3
413,Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,Y,3
269,Male,No,0,Graduate,No,3508,0.0,99.0,360.0,1.0,Rural,-1,3
3,Male,Yes,2,Graduate,No,2340,2546.0,100.0,360.0,None,Urban,-1,3
226,Male,Yes,None,Not Graduate,Yes,4735,0.0,138.0,360.0,1.0,Urban,N,3
121,Female,No,0,Graduate,No,4166,0.0,44.0,360.0,1.0,Semiurban,Y,3
460,None,Yes,0,Graduate,Yes,2083,4083.0,160.0,360.0,None,Semiurban,Y,3
99,Male,Yes,0,Graduate,No,1759,3541.0,131.0,360.0,1.0,Semiurban,Y,3
106,None,No,0,Graduate,No,1596,1760.0,119.0,360.0,0.0,Urban,-1,3
173,Male,No,0,Graduate,No,3017,2845.0,159.0,180.0,0.0,Urban,-1,3
82,Female,Yes,2,Graduate,No,1378,1881.0,167.0,360.0,1.0,Urban,N,3
112,Male,Yes,0,Not Graduate,No,3572,4114.0,152.0,None,0.0,Rural,N,3
339,Female,No,0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,Y,3
167,Male,Yes,0,Graduate,No,2439,3333.0,129.0,360.0,1.0,Rural,Y,3
558,Male,Yes,0,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,Y,3
500,Female,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,Y,3
176,Male,Yes,2,Graduate,No,2045,1619.0,101.0,360.0,1.0,Rural,Y,3
409,Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,N,3
200,Male,Yes,0,Graduate,Yes,8706,0.0,108.0,480.0,1.0,Rural,-1,3
333,Male,Yes,0,Graduate,None,63337,0.0,490.0,180.0,1.0,Urban,Y,3
221,Male,Yes,0,Not Graduate,No,3500,2168.0,149.0,360.0,1.0,Rural,-1,3
158,Male,No,1,Graduate,No,5823,2529.0,187.0,360.0,1.0,Semiurban,-1,3
25,Male,No,0,Graduate,No,0,24000.0,148.0,360.0,0.0,Rural,-1,3
559,Female,Yes,0,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban,Y,3
484,Male,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,Y,3
27,Male,Yes,2,Not Graduate,No,4226,1040.0,110.0,360.0,1.0,Urban,Y,3
249,Male,No,0,Graduate,No,2925,0.0,40.0,180.0,1.0,Rural,-1,3
522,Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,Y,3
308,Male,No,0,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,N,3
180,Male,Yes,1,Graduate,No,6400,7250.0,180.0,360.0,0.0,Urban,N,3
110,Male,No,0,Graduate,No,5316,0.0,136.0,360.0,1.0,Urban,Y,3
54,Male,Yes,0,Not Graduate,Yes,5293,0.0,92.0,360.0,1.0,Urban,-1,3
52,Male,Yes,1,Graduate,No,3500,3077.0,160.0,360.0,1.0,Semiurban,-1,3
310,Male,No,0,Graduate,No,5314,0.0,147.0,360.0,1.0,Urban,-1,3
85,Male,No,0,Graduate,No,2366,2531.0,136.0,360.0,1.0,Semiurban,Y,3
295,Female,Yes,0,Graduate,No,2666,0.0,84.0,480.0,1.0,Semiurban,-1,3
276,Male,Yes,0,Graduate,No,3993,3274.0,207.0,360.0,1.0,Semiurban,Y,3
397,Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,Y,3
75,Male,No,0,Graduate,No,3750,0.0,113.0,480.0,1.0,Urban,N,3
607,Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,Y,3
546,Male,No,0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,N,3
597,Male,No,None,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,N,3
299,Male,Yes,2,Graduate,No,4120,0.0,128.0,360.0,1.0,Rural,-1,3
26,Male,Yes,2,Graduate,No,4363,1250.0,140.0,360.0,None,Urban,-1,3
177,Male,Yes,3+,Graduate,No,5516,11300.0,495.0,360.0,0.0,Semiurban,N,3
262,Male,No,0,Graduate,No,3417,738.0,100.0,360.0,None,Rural,-1,3
195,Male,No,0,Graduate,Yes,5833,0.0,116.0,360.0,1.0,Urban,-1,3
140,Male,Yes,2,Graduate,No,5042,2083.0,185.0,360.0,1.0,Rural,N,3
528,Male,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,Y,3
278,Male,Yes,0,Graduate,No,14583,0.0,436.0,360.0,1.0,Semiurban,Y,3
233,Female,No,1,Graduate,No,7600,0.0,92.0,360.0,1.0,Semiurban,-1,3
295,Male,Yes,3+,Graduate,None,4416,1250.0,110.0,360.0,1.0,Urban,Y,3
149,Male,No,0,Graduate,No,5900,0.0,150.0,360.0,1.0,Urban,-1,3
48,Male,No,0,Graduate,No,6792,3338.0,187.0,None,1.0,Urban,-1,3
396,Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N,3
489,Male,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,N,3
271,Female,No,0,Graduate,Yes,3333,3916.0,212.0,360.0,1.0,Rural,-1,3
344,Male,No,0,Graduate,No,6858,0.0,176.0,360.0,1.0,Rural,-1,3
196,Male,Yes,1,Graduate,No,4796,0.0,114.0,360.0,0.0,Semiurban,-1,3
101,Female,Yes,0,Graduate,No,2262,0.0,0.0,480.0,0.0,Semiurban,-1,3
298,Female,No,0,Graduate,No,5000,2541.0,151.0,480.0,1.0,Rural,N,3
334,None,Yes,1,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,Y,3
199,Male,No,0,Graduate,Yes,11000,0.0,83.0,360.0,1.0,Urban,N,3
556,Female,No,0,Graduate,No,2667,1625.0,84.0,360.0,None,Urban,Y,3
346,Male,Yes,0,Graduate,No,3391,1966.0,133.0,360.0,0.0,Rural,-1,3
335,Male,No,2,Graduate,No,2400,0.0,46.0,360.0,1.0,Urban,-1,3
206,Female,No,0,Graduate,No,3244,0.0,80.0,360.0,1.0,Urban,Y,3
370,Female,No,0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,Y,3
126,Male,No,0,Graduate,No,6500,0.0,71.0,360.0,0.0,Urban,-1,3
40,Male,Yes,0,Graduate,No,5629,818.0,100.0,360.0,1.0,Urban,-1,3
585,Male,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,N,3
427,Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,Y,3
356,Male,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,Y,3
485,Male,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,Y,3
204,Female,No,0,Graduate,No,1937,1152.0,78.0,360.0,1.0,Semiurban,-1,3
340,Male,Yes,0,Graduate,Yes,2623,4831.0,122.0,180.0,1.0,Semiurban,-1,3
213,Male,No,0,Graduate,No,5708,0.0,150.0,360.0,1.0,Rural,-1,3
149,Male,Yes,0,Graduate,No,4860,830.0,125.0,360.0,1.0,Semiurban,Y,3
530,Male,Yes,0,Graduate,No,1025,5500.0,216.0,360.0,None,Rural,Y,3
510,Male,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,N,3
230,Male,Yes,1,Graduate,No,2491,2054.0,104.0,360.0,1.0,Semiurban,Y,3
4,Male,No,0,Not Graduate,No,3276,0.0,78.0,360.0,1.0,Urban,-1,3
352,Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,Y,3
48,Female,Yes,0,Graduate,No,2645,3440.0,120.0,360.0,0.0,Urban,N,3
476,Male,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,Y,3
50,Female,Yes,0,Not Graduate,No,1928,1644.0,100.0,360.0,1.0,Semiurban,Y,3
260,Male,Yes,3+,Not Graduate,No,2792,2619.0,171.0,360.0,1.0,Semiurban,-1,3
466,Male,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,N,3
168,Female,Yes,3+,Graduate,None,1750,2935.0,94.0,360.0,0.0,Semiurban,-1,3
447,Male,Yes,0,Graduate,None,3539,1376.0,55.0,360.0,1.0,Rural,N,3
403,Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,Y,3
50,Male,Yes,1,Graduate,No,2419,1707.0,124.0,360.0,1.0,Urban,-1,3
429,Male,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,Y,3
457,Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,N,3
572,Male,Yes,2,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,Y,3
325,Male,No,0,Graduate,No,2875,2416.0,95.0,6.0,0.0,Semiurban,-1,3
94,Male,Yes,1,Graduate,No,4609,2333.0,123.0,360.0,0.0,Semiurban,-1,3
76,Male,Yes,0,Graduate,No,3189,2367.0,186.0,360.0,1.0,Urban,-1,3
236,Female,No,0,Graduate,No,2274,5211.0,117.0,360.0,0.0,Semiurban,-1,3
243,Male,Yes,2,Graduate,Yes,6250,1300.0,108.0,360.0,1.0,Rural,Y,3
263,Male,Yes,1,Graduate,No,18840,0.0,234.0,360.0,1.0,Rural,-1,3
258,Male,Yes,0,Graduate,No,14683,2100.0,304.0,360.0,1.0,Rural,N,3
354,Male,Yes,3+,Not Graduate,No,5316,187.0,158.0,180.0,0.0,Semiurban,-1,3
100,Male,No,0,Graduate,No,4452,0.0,131.0,360.0,1.0,Rural,-1,3
212,Male,Yes,1,Graduate,Yes,7787,0.0,240.0,360.0,1.0,Urban,Y,3
569,Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,N,3
136,Male,Yes,2,Graduate,No,4500,0.0,147.0,360.0,1.0,Rural,-1,3
312,Male,No,None,Graduate,No,2066,2108.0,104.0,84.0,1.0,Urban,-1,3
37,Female,Yes,0,Graduate,No,3667,1459.0,144.0,360.0,1.0,Semiurban,Y,3
99,Male,Yes,3+,Graduate,No,6835,0.0,188.0,360.0,None,Semiurban,-1,3
273,Male,Yes,0,Graduate,No,2620,2223.0,150.0,360.0,1.0,Semiurban,Y,3
138,Male,No,0,Graduate,No,14999,0.0,242.0,360.0,0.0,Semiurban,N,3
501,Female,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,Y,3
228,Male,None,None,Graduate,No,4758,0.0,158.0,480.0,1.0,Semiurban,Y,3
357,Male,No,0,Graduate,No,2500,0.0,60.0,360.0,1.0,Urban,-1,4
576,None,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,N,3
90,Male,Yes,0,Graduate,No,2958,2900.0,131.0,360.0,1.0,Semiurban,Y,3
590,Male,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,Y,3
10,Male,No,0,Not Graduate,No,3091,0.0,90.0,360.0,1.0,Urban,-1,4
229,Male,No,0,Graduate,Yes,6400,0.0,200.0,360.0,1.0,Rural,Y,3
137,Male,Yes,2,Graduate,Yes,3316,3500.0,88.0,360.0,1.0,Urban,Y,3
518,Male,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,N,3
358,Male,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,N,3
219,Female,Yes,2,Graduate,No,4283,2383.0,127.0,360.0,None,Semiurban,Y,3
542,Female,No,1,Graduate,None,3652,0.0,95.0,360.0,1.0,Semiurban,Y,3
267,Male,Yes,3+,Graduate,No,4333,1811.0,160.0,360.0,0.0,Urban,Y,3
475,Male,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,Y,3
60,Male,Yes,0,Graduate,No,2500,3796.0,120.0,360.0,1.0,Urban,Y,3
80,Female,No,0,Graduate,No,3846,0.0,111.0,360.0,1.0,Semiurban,Y,3
119,Female,No,0,Graduate,No,10408,0.0,259.0,360.0,1.0,Urban,Y,3
67,Male,Yes,1,Graduate,No,10750,0.0,312.0,360.0,1.0,Urban,Y,3
444,Male,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,None,Rural,Y,3
62,Male,Yes,0,Not Graduate,Yes,2609,3449.0,165.0,180.0,0.0,Rural,N,3
470,Male,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,Y,3
264,Male,Yes,2,Graduate,No,2995,1120.0,184.0,360.0,1.0,Rural,-1,4
324,Male,Yes,0,Graduate,No,5333,0.0,90.0,360.0,1.0,Rural,-1,4
114,Male,No,0,Graduate,None,5050,0.0,118.0,360.0,1.0,Semiurban,Y,3
353,Female,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,N,3
264,Male,No,0,Graduate,Yes,5166,0.0,128.0,360.0,1.0,Semiurban,Y,3
468,Female,Yes,2,Not Graduate,None,210,2917.0,98.0,360.0,1.0,Semiurban,Y,4
483,Male,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,Y,4
308,Male,Yes,1,Graduate,No,6825,0.0,162.0,360.0,1.0,Rural,-1,4
599,Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,Y,4
89,Male,Yes,0,Graduate,No,5695,4167.0,175.0,360.0,1.0,Semiurban,Y,4
577,Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,Y,4
19,Male,No,0,Graduate,No,1300,3470.0,100.0,180.0,1.0,Semiurban,-1,4
358,Male,Yes,2,Not Graduate,No,3132,0.0,76.0,360.0,None,Rural,-1,4
423,Male,Yes,1,Graduate,No,7250,1667.0,110.0,None,0.0,Urban,N,3
133,Male,Yes,0,Graduate,Yes,3459,0.0,25.0,120.0,1.0,Semiurban,Y,4
438,Male,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,N,3
357,Male,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,N,3
216,Male,Yes,0,Graduate,No,150,1800.0,135.0,360.0,1.0,Rural,N,3
210,Female,No,0,Graduate,No,2362,0.0,55.0,360.0,1.0,Urban,-1,4
12,Male,Yes,2,Graduate,No,3073,8106.0,200.0,360.0,1.0,Urban,Y,4
196,Male,No,0,Graduate,No,8333,3750.0,187.0,360.0,1.0,Rural,Y,4
328,Female,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N,3
535,Male,No,0,Not Graduate,None,2550,2042.0,126.0,360.0,1.0,Rural,Y,4
153,Male,Yes,2,Not Graduate,No,2281,0.0,113.0,360.0,1.0,Rural,N,4
610,Male,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,Y,4
141,Male,Yes,3+,Graduate,No,3089,2999.0,100.0,240.0,1.0,Rural,-1,4
561,Female,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,Y,4
266,Female,Yes,1,Not Graduate,No,3835,1400.0,112.0,480.0,0.0,Urban,-1,4
100,Male,Yes,2,Not Graduate,No,4288,3263.0,133.0,180.0,1.0,Urban,Y,4
272,Male,No,0,Graduate,No,2833,1857.0,126.0,360.0,1.0,Rural,Y,4
79,Male,Yes,3+,Not Graduate,Yes,3333,2166.0,130.0,360.0,None,Semiurban,Y,4
97,Male,Yes,0,Graduate,No,1977,997.0,50.0,360.0,1.0,Semiurban,Y,4
171,None,Yes,3+,Graduate,No,51763,0.0,700.0,300.0,1.0,Urban,Y,4
390,Male,No,3+,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,Y,4
350,Male,Yes,0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,Y,4
314,None,Yes,0,Graduate,No,2473,1843.0,159.0,360.0,1.0,Rural,N,4
142,Male,No,0,Graduate,Yes,6950,0.0,175.0,180.0,1.0,Semiurban,Y,4
291,Male,Yes,2,Graduate,No,4400,0.0,127.0,360.0,0.0,Semiurban,N,4
32,Male,No,1,Graduate,Yes,4692,0.0,106.0,360.0,1.0,Rural,N,4
5,Male,Yes,2,Graduate,Yes,5417,4196.0,267.0,360.0,1.0,Urban,Y,4
195,Male,Yes,1,Graduate,No,3125,2583.0,170.0,360.0,1.0,Semiurban,N,4
392,Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,None,Urban,Y,4
496,Male,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,Y,4
77,Male,No,0,Graduate,Yes,6356,0.0,50.0,360.0,1.0,Rural,-1,4
288,Female,No,0,Graduate,No,4124,0.0,115.0,360.0,1.0,Semiurban,Y,4
244,Female,No,0,Not Graduate,No,2107,0.0,64.0,360.0,1.0,Semiurban,-1,4
343,Male,Yes,1,Graduate,No,4700,0.0,80.0,360.0,1.0,Urban,-1,4
292,Male,Yes,2,Graduate,No,3153,1560.0,134.0,360.0,1.0,Urban,Y,4
46,Male,Yes,1,Graduate,No,5649,0.0,44.0,360.0,1.0,Urban,Y,4
420,Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,Y,4
591,Male,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,N,4
80,Male,Yes,3+,Graduate,No,3829,1103.0,163.0,360.0,0.0,Urban,-1,4
310,Female,No,0,Graduate,No,2917,0.0,84.0,360.0,1.0,Semiurban,Y,4
110,Female,No,0,Graduate,Yes,4742,0.0,108.0,360.0,1.0,Semiurban,-1,4
309,Male,Yes,0,Graduate,No,3708,4700.0,132.0,360.0,1.0,Semiurban,-1,4
567,Male,Yes,3+,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,N,4
241,Male,Yes,0,Graduate,No,3887,1517.0,105.0,360.0,0.0,Semiurban,-1,4
227,Male,Yes,1,Graduate,No,3436,3809.0,100.0,360.0,1.0,Rural,-1,4
290,Male,Yes,0,Graduate,No,3667,2000.0,170.0,360.0,1.0,Semiurban,-1,4
335,Male,Yes,None,Graduate,Yes,5503,4490.0,70.0,None,1.0,Semiurban,Y,4
229,Male,Yes,3+,Not Graduate,No,5180,0.0,125.0,360.0,0.0,Urban,-1,4
322,Male,Yes,2,Not Graduate,No,3601,1590.0,0.0,360.0,1.0,Rural,Y,4
40,Male,No,0,Graduate,No,3600,0.0,80.0,360.0,1.0,Urban,N,4
174,Male,Yes,0,Not Graduate,No,2431,1820.0,110.0,360.0,0.0,Rural,-1,4
325,Male,Yes,1,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,N,4
449,Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,None,Semiurban,N,4
11,Male,Yes,1,Graduate,None,2185,1516.0,162.0,360.0,1.0,Semiurban,-1,4
69,Male,Yes,0,Graduate,No,2458,5105.0,188.0,360.0,0.0,Rural,-1,4
175,Male,Yes,2,Graduate,None,4912,4614.0,160.0,360.0,1.0,Rural,-1,4
459,Male,Yes,0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,N,4
419,Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,Y,4
143,Male,Yes,0,Graduate,No,2698,2034.0,122.0,360.0,1.0,Semiurban,Y,4
448,Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,N,4
224,Female,No,2,Graduate,Yes,5184,0.0,187.0,360.0,0.0,Semiurban,-1,4
481,Male,Yes,3+,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,Y,4
336,Male,Yes,1,Graduate,None,5250,688.0,160.0,360.0,1.0,Rural,Y,4
70,Male,Yes,0,Graduate,No,3208,3066.0,172.0,360.0,1.0,Urban,Y,4
151,Male,Yes,0,Graduate,Yes,2577,3750.0,152.0,360.0,1.0,Rural,Y,4
136,Female,Yes,0,Graduate,No,4583,0.0,84.0,360.0,1.0,Rural,N,4
393,Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,Y,4
208,Male,No,0,Graduate,No,2479,0.0,59.0,360.0,1.0,Urban,Y,4
600,Female,No,3+,Graduate,None,416,41667.0,350.0,180.0,None,Urban,N,4
529,Male,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,Y,4
380,Male,Yes,0,Graduate,None,3333,2500.0,128.0,360.0,1.0,Semiurban,Y,4
36,Male,Yes,2,Graduate,None,7350,4029.0,185.0,180.0,1.0,Urban,-1,4
45,Male,Yes,0,Graduate,No,4260,3900.0,185.0,None,None,Urban,-1,4
151,Male,Yes,0,Graduate,No,2783,1456.0,113.0,360.0,1.0,Urban,-1,4
59,Male,Yes,2,Not Graduate,No,3357,2859.0,144.0,360.0,1.0,Urban,Y,4
142,Male,Yes,3+,Not Graduate,None,6794,528.0,139.0,360.0,0.0,Urban,-1,4
20,Male,Yes,1,Not Graduate,No,1888,1620.0,48.0,360.0,1.0,Urban,-1,4
293,Female,Yes,0,Graduate,No,2241,2000.0,88.0,360.0,0.0,Urban,-1,4
134,Male,No,0,Graduate,No,4895,0.0,102.0,360.0,1.0,Semiurban,Y,4
368,Male,Yes,1,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,Y,4
286,Female,No,0,Graduate,Yes,2600,1717.0,99.0,300.0,1.0,Semiurban,N,4
44,Male,Yes,0,Not Graduate,Yes,4695,0.0,96.0,None,1.0,Urban,Y,4
213,Male,Yes,3+,Not Graduate,Yes,5703,0.0,130.0,360.0,1.0,Rural,Y,4
35,Male,No,0,Graduate,No,3150,0.0,176.0,360.0,0.0,Semiurban,-1,4
118,Male,Yes,0,Graduate,No,5568,2142.0,175.0,360.0,1.0,Rural,N,4
238,Male,Yes,2,Not Graduate,No,2513,1110.0,107.0,360.0,1.0,Semiurban,-1,4
67,Male,Yes,0,Graduate,No,3445,0.0,130.0,360.0,0.0,Semiurban,-1,4
471,Male,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,N,4
90,Male,Yes,0,Graduate,Yes,3188,2286.0,130.0,360.0,None,Rural,-1,4
545,Male,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,Y,4
261,Male,No,0,Graduate,No,2060,2209.0,134.0,360.0,1.0,Semiurban,Y,4
584,Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,N,4
144,Male,Yes,2,Graduate,Yes,10890,0.0,260.0,12.0,1.0,Rural,-1,4
321,Male,Yes,3+,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,Y,4
